,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
2039,2039,castle and castle,show,"castle & castle is a law series that follows the story of a married couple, ‘remi castle’ and her husband ‘tega’ – two lawyers who run a successful practice in lagos. they met 20 years ago when he taught her in law school.",2018,drama,ng,-1,dakore-egbuson-akande|richard-mofe-damijo,
2040,2040,counterpunch,movie,"as boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions.",2017,documentation|sport,us,7,,jay-bulger
2041,2041,joaquín reyes: una y no más,movie,"comedian and celebrity impersonator joaquín reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.",2017,comedy,,6,joaquín-reyes,
2042,2042,struggle: the life and lost art of szukalski,movie,"the remarkable life story of the pre-war polish artist stanislav szukalski, documented by the american friends he made late in life.",2018,documentation|european,us|pl,8,stanislaw-szukalski|glenn-bray|robert-williams|suzanne-williams|george-dicaprio|ernst-fuchs|jose-ismael-fernandez|karen-mortillaro|piotr-rypson|lena-zwalve|rebecca-forstadt|jim-woodring|adam-jones|gabriel-bartalos|james-kagel|jacek-staniszewski|marek-hapon|timothy-snyder|lechosław-lameński|maciej-miezian|natalia-fabia|charles-schneider|brian-tucker|roman-romanowicz|sandy-decker|nick-tate,irek-dobrowolski
2043,2043,hantu kak limah,movie,"kak limah is discovered dead by villager. since then, her ghost has been spotted around kampung pisang, making the villagers feel restless. enter encik solihin, who tries to help by shooing her ghost away from the village. husin, encik solihin and other villagers trying to overcome this problem. however, the tragedy behind kak limah's death has yet to be unveiled.",2018,comedy|horror|fantasy,my,6,awie|delimawati|zul-ariffin|ropie-cecupak|arab-khalid|uqasha-senrose|tj-isa|sharwani-ns|mus-may|dato'-seri-vida|erra-fazira|jue-aziz|pekin-ibrahim|sabri-yunus,mamat-khalid
2044,2044,a.i.c.o. -incarnation-,show,"in japan in the year 2035, an accident known as the ""burst"" occurs during a research project, spawning an out-of-control artificial life form called ""matter"" that has spread throughout the kurobe gorge. the research city that was once hailed as the hope for humanity is cordoned off by the government. two years later, 15-year-old aiko tachibana, who lost her family in the burst, learns something unbelievable from yuya kanzaki, a new student at her school. a secret is hidden within her body, and the answer to the puzzle lies at the ""primary point"" that was the center of the burst. aiko resolves to infiltrate the restricted area, escorted by a team of divers and with yuya as her guide. when boy meets girl with the fate of humanity in their hands, what new truth will come to light?",2018,action|scifi|animation,jp,6,yusuke-kobayashi|haruka-shiraishi|takehito-koyasu|toru-okawa|taishi-murata|mao-ichimichi|atsuko-tanaka|makoto-furukawa|kaori-nazuka|ryota-takeuchi|ai-kayano,
2045,2045,nobody speak: trials of the free press,movie,the courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the first amendment and the new no holds barred nature of celebrity life in an internet dominated society.,2017,documentation|european,us|nl,6,hulk-hogan|donald-trump|nick-denton|james-g-wright,brian-knappenberger
2046,2046,yg future strategy office,show,"kpop star seungri, bigbang youngest member, tries to lead a team of blumbing staff at yg's future strategy office in this mockumentary sitcom.",2018,comedy,kr,7,seungri|lee-jai-jin|yoo-byung-jae|son-se-bin|jinu|park-chung-hwan|baek-young-kwang|choi-shin-deok|kim-ga-eun,
2047,2047,the wedding party 2: destination dubai,movie,"in ""the wedding party"" sequel, nonso has continued his romance with deirdre, the bridesmaid from london. nonso manages to propose by accident, while on a dinner date, and sets off a chain of events too powerful to stop.",2017,romance|comedy,ng,5,adesua-etomi|banky-wellington|sola-sobowale|enyinna-nwigwe|daniella-down,niyi-akinmolayan
2048,2048,fyre,movie,"he promised supermodels and yachts, but delivered tents and cheese sandwiches. how one man engineered a music festival disaster.",2018,documentation|crime|music,us,7,billy-mcfarland|ja-rule|jason-bell|gabrielle-bluestone|shiyuan-deng|michael-ciccarelli|mdavid-low|samuel-krost|andy-king|j.r.|grant-margolin|keith-van-der-linde|marc-weinstein|mary-ann-rolle|jillionaire|seth-crossno|ben-meiselas|kindo|carola-jain|alyssa-lynch|c.c.-clarke|rose-bertram|hailey-bieber|bella-hadid|elsa-hosk|chanel-iman|kendall-jenner|lais-ribeiro|shanina-shaik|gizele-oliveira|emily-ratajkowski|alessandra-ambrosio|ron-funches|conan-o'brien|andy-richter,chris-smith
2049,2049,outside in,movie,an ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,2018,drama,us,7,edie-falco|jay-duplass|louis-hobson|alycia-delmore|ben-schwartz|pamela-reed|kaitlyn-dever|stephen-grenley|charles-leggett|meagan-kimberly-smith|emily-cowan|tori-leos|mackenzy-petit|samantha-gene-smith|shantell-wampler|megan-wolstad|matt-malloy|aaron-washington|eryn-rea|aaron-blakely|claudine-mboligikpelani-nako|jason-smith|saige-hawthorne,lynn-shelton
2050,2050,el chapo,show,"a look at the life of notorious drug kingpin, el chapo, from his early days in the 1980s working for the guadalajara cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",2017,drama|action|history|crime,us,8,marco-de-la-o|valentina-acosta|juan-carlos-olivas|humberto-busto|alejandro-aguilar|hernán-romo|tete-espinoza,ernesto-contreras|josé-manuel-cravioto
2051,2051,modest heroes,movie,"two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",2018,drama|fantasy|family|animation|comedy,jp,7,min-tanaka|kentaro-sakaguchi|joe-odagiri|fumino-kimura|rio-suzuki|machiko-ono|souta-shinohara,hiromasa-yonebayashi|yoshiyuki-momose|akihiko-yamashita
2052,2052,bangkok love stories 2: innocence,show,an eclectic group of men and women looking for romantic adventures in the dazzling silom district of bangkok. age or profession are not a problem.,2018,drama|comedy|romance,th,7,nicole-theriault|pataratida-patcharawirapong|tosatid-darnkhuntod|nattapol-diloknawarit|ponlawit-ketprapakorn|narupornkamol-chaisang,suttasit-dechintaranarak
2053,2053,requiem,show,"in 1994, a toddler disappeared from a small welsh village, never to be seen again. 23 years later, in london, the mother of rising cello star matilda gray commits suicide, without apparent reason. among her possessions, matilda discovers tantalising evidence, linking her mother to the welsh girl's disappearance all those years ago.",2018,drama|thriller|animation|fantasy,gb,6,lydia-wilson|joel-fry|joanna-scanlan|brendan-coyle|claire-rushbrook|tara-fitzgerald|clare-calbraith|sian-reese-williams|sam-hazeldine|james-frecheville|richard-harrington|simon-kunz,
2054,2054,felipe neto: my life makes no sense,movie,youtube sensation felipe neto brings the stories from his autobiographical book 'não faz sentido!' to the stage in this comedy special.,2017,comedy|documentation,br,4,felipe-neto,
2055,2055,berlin syndrome,movie,a passionate holiday romance leads to an obsessive relationship when an australian photojournalist wakes one morning in a berlin apartment and is unable to leave.,2017,thriller|drama|horror,au,6,teresa-palmer|max-riemelt|matthias-habich|emma-bading|elmira-bahrami|christoph-franken|lucie-aron|nassim-avat|thuso-lekwape|lara-marie-müller|elias-esser|claude-heinrich|viktor-baschmakov|matthias-russel|mascha-wolf|rené-barra|malin-steffen|maia-absberg|morgane-ferru|nadine-peschel|charly-thorn|sasha-selezneva|peter-young|kristina-kostiv|mariella-aumann|engin-karavul,cate-shortland
